text,intent
where is the bmw 8585 already present?,Query_for_Shipment_Location
probably the current bridge around 8686.,Query_for_Shipment_Location
current code is name 8787?,Query_for_Shipment_Location
locate their latest database concerning shipment 8888.,Query_for_Shipment_Location
show away the key in package 8989.,Query_for_Shipment_Location
where has shipment 9090 gone each week?,Query_for_Shipment_Location
where is shipment before 1234 possibly stamped?,Query_for_Shipment_Location
can somebody tell me the current report about my shipment in mercer york?,Query_for_Shipment_Location
just need your current position of the package back in tuesday.,Query_for_Shipment_Location
here's the last known location regarding its shipment if custody number 5678?,Query_for_Shipment_Location
"plastic shipment id 9012 in me, too.",Query_for_Shipment_Location
then has the shipment come toward chicago reached?,Query_for_Shipment_Location
can i update to our correct location of our shipment for customer abc?,Query_for_Shipment_Location
find the current whereabouts of his recent trip departed boston.,Query_for_Shipment_Location
my'm checking for the real - time agent with this shipment with id 3456.,Query_for_Shipment_Location
also provide your location status upon all overnight shipment to seattle.,Query_for_Shipment_Location
where did shipment of 1001 keys?,Query_for_Shipment_Location
can he determine the delivery date of package 2022?,Query_for_Shipment_Location
show over a last yellow letter of shipment 3003.,Query_for_Shipment_Location
i need the current information in agent 4004.,Query_for_Shipment_Location
"all shipment 5005 having convenience, please.",Query_for_Shipment_Location
what's average speed of fbi delivery truck 6006?,Query_for_Shipment_Location
as high have shipment 7007 reached on its journey?,Query_for_Shipment_Location
still based on the road map of order 8008.,Query_for_Shipment_Location
when has your package with the number 9009 gotten here?,Query_for_Shipment_Location
reach the current box at shipment 1010.,Query_for_Shipment_Location
also the delivery list of shipment 1111 receive information.,Query_for_Shipment_Location
i'le heading for the lunch - time rendezvous with shipment 1212.,Query_for_Shipment_Location
minus our current copy of shipment 1313.,Query_for_Shipment_Location
what'contains my report on the discovery of package 1414?,Query_for_Shipment_Location
so you text him the location update on shipment 1515?,Query_for_Shipment_Location
where is another shipment or id 1616 not hidden?,Query_for_Shipment_Location
provides the best location with one consignment 1717.,Query_for_Shipment_Location
who close is shipment 1818 and this destination?,Query_for_Shipment_Location
is shipment 1919 still in tape? where would john now?,Query_for_Shipment_Location
a high capacity of shipment 2020.,Query_for_Shipment_Location
locate to package code by chicago or id 2121.,Query_for_Shipment_Location
what's the junction with 2222 right off?,Query_for_Shipment_Location
someone want the location of prison cell 2323.,Query_for_Shipment_Location
or where shipment 2424 lies passing the moment.,Query_for_Shipment_Location
definitely my latest version of my order 2525.,Query_for_Shipment_Location
what'r the status regarding reaction to shipment 2626?,Query_for_Shipment_Location
there on shipment 2727 first check in?,Query_for_Shipment_Location
give me the card name of sector 2828.,Query_for_Shipment_Location
would i check where shipment 2929 exists currently?,Query_for_Shipment_Location
track of current station of nc 3030.,Query_for_Shipment_Location
the only update by the exact location of 3131.,Query_for_Shipment_Location
where being shipment 3232 not located since?,Query_for_Shipment_Location
used versions of computer package 3333?,Query_for_Shipment_Location
"locate in shipment route 3434, actually.",Query_for_Shipment_Location
what's his first google update to 3535?,Query_for_Shipment_Location
regarding their whereabouts concerning shipment 3636.,Query_for_Shipment_Location
where should a name of id 3737 now?,Query_for_Shipment_Location
can they establish one approximate location of shipment 3838?,Query_for_Shipment_Location
where's another location of his op 3939?,Query_for_Shipment_Location
because'm listening for the current call at 4040.,Query_for_Shipment_Location
give me the last feed from shipment 4141.,Query_for_Shipment_Location
where had shipment 4242 next heading?,Query_for_Shipment_Location
has additional location of la 4343.,Query_for_Shipment_Location
cell location coverage against shipment 4444.,Query_for_Shipment_Location
assessing the possible location for shipment 4545.,Query_for_Shipment_Location
where'd my package 4646 km away?,Query_for_Shipment_Location
update another one current location concerning shipment 4747?,Query_for_Shipment_Location
unknown whereabouts to ak 4848?,Query_for_Shipment_Location
find this place of shipment 4949 for delivery.,Query_for_Shipment_Location
what'his her latest on shipment 5050'us delivery?,Query_for_Shipment_Location
"2 located on shipment 5151, ca.",Query_for_Shipment_Location
can anyone do shipment 5252 including me?,Query_for_Shipment_Location
show all service from parcel 5353.,Query_for_Shipment_Location
what has issue 5454 ended?,Query_for_Shipment_Location
the calculated location of shipment 5555 items.,Query_for_Shipment_Location
obtaining her current position in shipment 5656.,Query_for_Shipment_Location
you get an update on the date after 5757.,Query_for_Shipment_Location
what is up a 5858 currently?,Query_for_Shipment_Location
your report after shipment 5959?,Query_for_Shipment_Location
locate the precise spot above marker 6060.,Query_for_Shipment_Location
show first what shipment 6161 landed.,Query_for_Shipment_Location
but the current forms are 6262.,Query_for_Shipment_Location
where began that shipment 6363 at which point?,Query_for_Shipment_Location
can you make the current version until 6464?,Query_for_Shipment_Location
now this shipment 6565 goes now.,Query_for_Shipment_Location
don'ks the purpose of package 6666?,Query_for_Shipment_Location
update me at the address at 6767.,Query_for_Shipment_Location
original delivery where shipment 6868?,Query_for_Shipment_Location
how remains shipment 6969 last being seen?,Query_for_Shipment_Location
track the shuttle past mission 7070.,Query_for_Shipment_Location
remember the way that delivery 7171.,Query_for_Shipment_Location
need another recall where shipment 7272 stayed.,Query_for_Shipment_Location
locate shipment 7373 as primary publication.,Query_for_Shipment_Location
a'in the matter of 7474's population?,Query_for_Shipment_Location
find their meeting spot along shipment 7575.,Query_for_Shipment_Location
what on shipment 7676'current status?,Query_for_Shipment_Location
... is package 7777 door again?,Query_for_Shipment_Location
current years before the shipment 7878?,Query_for_Shipment_Location
reached the present position on 7979.,Query_for_Shipment_Location
also a removal of shipment 8080.,Query_for_Shipment_Location
j'es shipment 8181 to the center?,Query_for_Shipment_Location
sitting room location population 8282.,Query_for_Shipment_Location
find where bus company 8383 works currently.,Query_for_Shipment_Location
compiled from schedule of shipment 8484.,Query_for_Shipment_Location
where was the delivery 8585 for present?,Query_for_Shipment_Location
given the current layout in 8686.,Query_for_Shipment_Location
current estimates of c 8787?,Query_for_Shipment_Location
replace the software update in shipment 8888.,Query_for_Shipment_Location
show me that place on package 8989.,Query_for_Shipment_Location
and has shipment 9090 left last wednesday?,Query_for_Shipment_Location
Query_for_Shipment_Location,Query_for_Shipment_Location
or where is shipment station id plate 1234 currently located?,Query_for_Shipment_Location
can you also tell me the correct current precise location of my shipment to this new new york?,Query_for_Shipment_Location
I need the current position of the package sent last Tuesday.,Query_for_Shipment_Location
consider what's the last known known location indication of the shipment location under tracking warrant number ss 5678?,Query_for_Shipment_Location
"Locate shipment ID 9012 for me, please.",Query_for_Shipment_Location
Where has the shipment destined for Chicago reached?,Query_for_Shipment_Location
Can you update me on the location of our shipment to customer ABC?,Query_for_Shipment_Location
find on the current whereabouts codes of jack my greyhound express delivery to boston.,Query_for_Shipment_Location
now i'm already looking forward for yet the actual real - time precise location of the shipment with id 3456.,Query_for_Shipment_Location
please provide the correct location specific status regardless of delivering the overnight shipment to seattle.,Query_for_Shipment_Location
where is swiss shipment passport id id 1001 now?,Query_for_Shipment_Location
Can you track the current location of package 2022?,Query_for_Shipment_Location
please show for me the last known position statement of shipment code 3003.,Query_for_Shipment_Location
i still need the current whereabouts of private parcel order 4004.,Query_for_Shipment_Location
"Locate shipment 5005 for me, please.",Query_for_Shipment_Location
